eval_loss,eval_accuracy,training loss,AUROC,AUPRC,RP80,model,epoch,batch_size,MAX_GRAD_NORM,GRADIENT_ACCUMULATION_STEPS,MAX_SEQ_LENGTH,LEARNING_RATE,eval_type
0.6668207628950888,0.597506061655698,0.6753756969947732,0.6563128039861578,0.6263753792128572,0,readmission,0,16,1,1,512,5e-05,val
0.7486063996072632,0.5945618288881191,0.6076039291688876,0.6421495760545124,0.5974350874900496,0.006968641114982578,readmission,1,16,1,1,512,5e-05,val
0.8269825742389616,0.5822653273294077,0.5033919277340373,0.6349312054797779,0.6145276556767635,0.017421602787456445,readmission,2,16,1,1,512,5e-05,val
0.6706298058144531,0.5848189671016357,0.5033919277340373,0.6508909267128904,0.6509989352465336,0.034220532319391636,readmission,0,16,1,1,512,5e-05,test_3days
0.6632363423118441,0.5996546620621608,0.5033919277340373,0.6640071394320421,0.6754692549945798,0.072992700729927,readmission,0,16,1,1,512,5e-05,test_2days
0.7122396931299189,0.5881537928645653,0.6382371855069355,0.6487376770403491,0.641871875537902,0.017421602787456445,readmission,0,16,1,1,512,2e-05,val
0.9255404368207599,0.5774160027710427,0.5047052677975122,0.6501884862827175,0.6153336965064115,0.059233449477351915,readmission,1,16,1,1,512,2e-05,val
1.1131674656387192,0.5730862487010738,0.3897288357701846,0.6418998465947605,0.6124137205177126,0.05574912891986063,readmission,2,16,1,1,512,2e-05,val
0.6863750797091869,0.5984194081970226,0.3897288357701846,0.6907626929098635,0.6785367006908836,0.019011406844106463,readmission,0,16,1,1,512,2e-05,test_3days
0.6872564132992677,0.6016280217069561,0.3897288357701846,0.6977596036016835,0.6867637048673167,0.0072992700729927005,readmission,0,16,1,1,512,2e-05,test_2days
0.695724925283569,0.48285417388292345,0.6963315892969588,0.494595140978226,0.5073146928169894,0.027874564459930314,readmission,0,16,3,1,512,5e-05,val
0.6928478426696187,0.5171458261170766,0.698060952555862,0.516898360109881,0.5201931671531645,0.003484320557491289,readmission,1,16,3,1,512,5e-05,val
0.6929802963746845,0.5171458261170766,0.6968600873447646,0.5174513324850459,0.5216803782540523,0.003484320557491289,readmission,2,16,3,1,512,5e-05,val
0.6928168238952146,0.5337254181216688,0.6968600873447646,0.48764631327816294,0.5418289900710272,0.0038022813688212928,readmission,0,16,3,1,512,5e-05,test_3days
0.6926963517046351,0.5419338924518994,0.6968600873447646,0.5056609302573393,0.5510591499426857,0,readmission,0,16,3,1,512,5e-05,test_2days
0.7057031202052838,0.5853827502597853,0.6402899053102357,0.6284620232842991,0.6353213961358251,0.04529616724738676,readmission,0,16,3,1,512,2e-05,val
0.8760835632105559,0.5860755109109802,0.5182340426627332,0.6508901071458302,0.6255562466762924,0.0313588850174216,readmission,1,16,3,1,512,2e-05,val
1.0189639930896337,0.5810529961898164,0.40915474854160344,0.643647952813024,0.6272105645196993,0.04878048780487805,readmission,2,16,3,1,512,2e-05,val
0.7874920364708928,0.6274581878331189,0.40915474854160344,0.6926116454186236,0.6860230723197969,0.07224334600760456,readmission,0,16,3,1,512,2e-05,test_3days
0.7719279054816314,0.6388751850024667,0.40915474854160344,0.7050189141669774,0.7027965396863547,0.0948905109489051,readmission,0,16,3,1,512,2e-05,test_2days
0.6928675533658233,0.5171458261170766,0.34772079759561864,0.5577648024164299,0.5800904862531826,0.003484320557491289,readmission,0,16,1,2,512,5e-05,val
0.6924862598187357,0.5171458261170766,0.3467414938056818,0.6212495986490825,0.6258202426046902,0,readmission,1,16,1,2,512,5e-05,val
0.6950289172362227,0.48285417388292345,0.34711218636405017,0.5664934416287117,0.5795457938218094,0.006968641114982578,readmission,2,16,1,2,512,5e-05,val
0.6916399657377723,0.5337254181216688,0.34711218636405017,0.5852978453738911,0.6134646859847405,0.045627376425855515,readmission,0,16,1,2,512,5e-05,test_3days
0.690975085018188,0.5419338924518994,0.34711218636405017,0.6026160157706857,0.6374509676090223,0.06934306569343066,readmission,0,16,1,2,512,5e-05,test_2days
0.7164832580814046,0.6011430550744717,0.31647128819172354,0.6595355032048614,0.6435081017934414,0.059233449477351915,readmission,0,16,1,2,512,2e-05,val
0.7879969499881755,0.6025285763768617,0.2628447705370113,0.6585722610029611,0.6323946668302086,0.07665505226480836,readmission,1,16,1,2,512,2e-05,val
0.8874708654883817,0.589019743678559,0.2554329931181096,0.6366317441818983,0.6209994112933788,0.06620209059233449,readmission,2,16,1,2,512,2e-05,val
0.6693191584962154,0.618820069840103,0.2554329931181096,0.6898978602847985,0.6932734887886844,0.1482889733840304,readmission,0,16,1,2,512,2e-05,test_3days
0.6674315771014672,0.6290083867784904,0.2554329931181096,0.6915791997442591,0.7095158837978117,0.13503649635036497,readmission,0,16,1,2,512,2e-05,test_2days
0.6927421063349392,0.5171458261170766,0.3471543459313684,0.5776896457409235,0.5702688585935798,0,readmission,0,16,3,2,512,5e-05,val
0.6927690374258474,0.5171458261170766,0.34603857967394663,0.614465281659155,0.621850481005076,0.013937282229965157,readmission,1,16,3,2,512,5e-05,val
0.695703952022679,0.48285417388292345,0.34669811202143025,0.5932620613383119,0.6034110300103941,0.09059233449477352,readmission,2,16,3,2,512,5e-05,val
0.6910361361782453,0.5337254181216688,0.34669811202143025,0.6100499515395512,0.6163995611655473,0.011406844106463879,readmission,0,16,3,2,512,5e-05,test_3days
0.6897615044135746,0.5419338924518994,0.34669811202143025,0.6188262560605253,0.6322448667740572,0.06204379562043796,readmission,0,16,3,2,512,5e-05,test_2days
0.7378988339262114,0.5933494977485279,0.31521618072582586,0.6601300971566517,0.6488093572629032,0.006968641114982578,readmission,0,16,3,2,512,2e-05,val
0.8174372075012376,0.5987183927952893,0.25635599081049903,0.6557776694295465,0.6380963765555502,0.04878048780487805,readmission,1,16,3,2,512,2e-05,val
0.8828435332735599,0.5964669206789054,0.24938559890853312,0.6652198213839768,0.6340282057948121,0.041811846689895474,readmission,2,16,3,2,512,2e-05,val
0.6963294198115667,0.6101819518470869,0.24938559890853312,0.6878401550734362,0.692394904631757,0.21292775665399238,readmission,0,16,3,2,512,2e-05,test_3days
0.7013877616740587,0.6161815490873211,0.24938559890853312,0.6990649475198466,0.7026518065578962,0.08759124087591241,readmission,0,16,3,2,512,2e-05,test_2days
0.7008147547587505,0.5710079667474888,0.6555352725058674,0.6375830945047627,0.6327555456833395,0.027874564459930314,readmission,0,32,1,1,512,5e-05,val
0.8031983422475625,0.5833044683062002,0.5283082113507761,0.6363225553269672,0.6168003352284018,0.017421602787456445,readmission,1,32,1,1,512,5e-05,val
1.060370495964809,0.5642535503983374,0.39692412902273166,0.6266187820337492,0.6011009142197294,0.0313588850174216,readmission,2,32,1,1,512,5e-05,val
0.6744033942619959,0.6011762543650064,0.39692412902273166,0.6748378438828002,0.6838767588553243,0.10646387832699619,readmission,0,32,1,1,512,5e-05,test_3days
0.6881112206404604,0.5920078934385792,0.39692412902273166,0.6667243859555652,0.6834278331598824,0.08394160583941605,readmission,0,32,1,1,512,5e-05,test_2days
0.6999526392689067,0.5943886387253204,0.6360051987999414,0.6503787563472904,0.6617603835379873,0.059233449477351915,readmission,0,32,1,1,512,2e-05,val
0.881660916034688,0.584170419120194,0.4998879372036282,0.650402540105362,0.6408678234018335,0.07317073170731707,readmission,1,32,1,1,512,2e-05,val
1.0098709132295947,0.5833044683062002,0.3972068517861596,0.6441593036115636,0.6351183442731663,0.04878048780487805,readmission,2,32,1,1,512,2e-05,val
0.6848974458829701,0.6017276235986032,0.3972068517861596,0.6888839185864459,0.6887542013033296,0.09505703422053231,readmission,0,32,1,1,512,2e-05,test_3days
0.6808041650948562,0.6127281697089294,0.3972068517861596,0.6965874580425171,0.7078602771153888,0.12043795620437957,readmission,0,32,1,1,512,2e-05,test_2days
0.6925967898816694,0.5171458261170766,0.6938279921829781,0.5460869772032678,0.5553085423192896,0.027874564459930314,readmission,0,32,3,1,512,5e-05,val
0.6926404688898371,0.5171458261170766,0.6936972959932074,0.5662734418665494,0.6009494628500389,0.041811846689895474,readmission,1,32,3,1,512,5e-05,val
0.693081784643521,0.5171458261170766,0.6934731182164776,0.5334518557277235,0.5709455309886899,0.041811846689895474,readmission,2,32,3,1,512,5e-05,val
0.6918777788591663,0.5337254181216688,0.6934731182164776,0.5689778573026169,0.6049417605056281,0.011406844106463879,readmission,0,32,3,1,512,5e-05,test_3days
0.6913157349496376,0.5419338924518994,0.6934731182164776,0.5667523576109542,0.6397604964105101,0.043795620437956206,readmission,0,32,3,1,512,5e-05,test_2days
0.7076589577929091,0.5836508486317977,0.6359407961807417,0.6546717246792166,0.6539868356420546,0.04529616724738676,readmission,0,32,3,1,512,2e-05,val
0.891503059320687,0.5839972289573953,0.4911490356926139,0.6498674055487508,0.6271634695545893,0.017421602787456445,readmission,1,32,3,1,512,2e-05,val
1.0413161385701506,0.5833044683062002,0.3827937974069652,0.6429582238289473,0.6259601265420486,0.006968641114982578,readmission,2,32,3,1,512,2e-05,val
0.6734196584649951,0.6072413159345709,0.3827937974069652,0.6970998285245658,0.6968395002032453,0.155893536121673,readmission,0,32,3,1,512,2e-05,test_3days
0.6777017978936668,0.6085347804637395,0.3827937974069652,0.7051121530182748,0.7072064676555435,0.04744525547445255,readmission,0,32,3,1,512,2e-05,test_2days
0.6587965443977335,0.6044336681676481,0.33858858463335706,0.6507711883554721,0.6489055683910666,0.09059233449477352,readmission,0,32,1,2,512,5e-05,val
0.6837352962125072,0.6115344648423969,0.31072114344182583,0.6501290268875385,0.6401460729997805,0.003484320557491289,readmission,1,32,1,2,512,5e-05,val
0.7170255966278729,0.5874610322133703,0.3038810423738666,0.6316490468658953,0.5813954819580959,0.04878048780487805,readmission,2,32,1,2,512,5e-05,val
0.6732508815519991,0.5901488696930711,0.3038810423738666,0.6702751062402148,0.645505074886087,0.045627376425855515,readmission,0,32,1,2,512,5e-05,test_3days
0.662700923409049,0.6090281203749384,0.3038810423738666,0.6849592413021471,0.6759760307279673,0.058394160583941604,readmission,0,32,1,2,512,5e-05,test_2days
0.718509075062051,0.5950813993765154,0.31484815348912193,0.6624371216895981,0.6522977621448574,0.020905923344947737,readmission,0,32,1,2,512,2e-05,val
0.7978851031203297,0.5968133010045029,0.2584183806506106,0.6593095575031811,0.6473218405128937,0.017421602787456445,readmission,1,32,1,2,512,2e-05,val
0.9185866134766058,0.5741253896778663,0.24861443269663705,0.6500219999762163,0.6343993053833126,0.041811846689895474,readmission,2,32,1,2,512,2e-05,val
0.6959283379783407,0.6054034184892483,0.24861443269663705,0.6805636322970254,0.6853688105411729,0.11406844106463879,readmission,0,32,1,2,512,2e-05,test_3days
0.6847950038243467,0.6147015293537247,0.24861443269663705,0.686477702594704,0.7055657766118337,0.09124087591240876,readmission,0,32,1,2,512,2e-05,test_2days
0.6927309691576667,0.5171458261170766,0.34652283208237755,0.551854538535634,0.5781945721568057,0.006968641114982578,readmission,0,32,3,2,512,5e-05,val
0.6926770378212902,0.5171458261170766,0.3466492801146654,0.5553626428511969,0.5763218297002419,0.006968641114982578,readmission,1,32,3,2,512,5e-05,val
